band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,51416130.0,44633364.0,61163016.0,34.75381,15.249636,122.683464,58064760.0,0.0034805175760405,0.1,1.1,6.85117259555711e-08,50.0,51416128.0,0.0001782247447611,0.001954283288257,0.11,0.7,1.5126192503742263e-05,0.0,510333,3244.83,0.0547642,0.0,2860.26,0.0284535,0.0,2230.75,0.0281925,0.0,4.788483099999999e-193
5,2526807800.0,2355901400.0,2702518300.0,5.1766825,4.623513,5.7699995,58064760.0,0.0427339775178944,0.1,0.5,3.300022566579765e-05,100.0,2488845568.0,0.0001782247447611,0.0407867557151279,0.12,0.1,0.1508724173182119,25.0,1117,19872.9,0.099281,0.0,16908.0,0.0751185,0.0,13038.4,0.075993,0.0,0.0
8,1755221900.0,1639030000.0,1874796000.0,4.8498707,4.287703,5.423678,58064760.0,0.0222460527321498,0.2,0.1,18468.24377104377,0.0,1755221900.0,0.0001782247447611,0.0222460527321498,0.2,0.1,18468.24377104377,0.0,3543,24192.8,0.0624574,0.0,20641.9,0.0373429,0.0,16668.4,0.0418375,0.0,0.0
11,1477526700.0,1391003100.0,1565747500.0,3.3207889,2.9877667,3.6684394,58064760.0,0.0249205902639439,0.2,0.2,11883.031888673087,50.0,1477526656.0,0.0001782247447611,0.0239827973531082,0.22,0.0,88355.71270430439,0.0,3361,22601.8,0.0675654,0.0,19476.1,0.0411516,0.0,15554.3,0.0442512,0.0,0.0
14,453253280.0,417508350.0,490132960.0,7.7534657,6.9197707,8.632687,58064760.0,0.0176551724764161,0.2,-0.4,19560.75812567206,100.0,453253280.0,0.0001782247447611,0.0155423011323244,0.21,-0.5,60846.5334032194,0.0,7972,9328.07,0.0753315,0.0,8059.76,0.0491765,0.0,6335.84,0.050776,0.0,0.0
18,80123704.0,73602456.0,87121096.0,8.741822,6.8987074,11.262521,58064760.0,0.0166485047964062,0.2,-0.2,1938.4498410430288,0.0,80123704.0,0.0001782247447611,0.0139992697945873,0.24,-0.4,44190.478451096926,0.0,8968,4653.28,0.0662747,0.0,4026.4,0.0397998,0.0,3173.92,0.041722,0.0,0.0
21,29680218.0,26900878.0,32739358.0,12.377045,8.88719,18.163212,58064760.0,0.0148560045882507,0.2,-0.4,1312.3070976495126,25.0,29680218.0,0.0001782247447611,0.0126034382798525,0.26,-0.7,100000.0,0.0,11958,2431.02,0.0725541,0.0,2105.51,0.0466992,0.0,1640.01,0.0476273,0.0,0.0
24,15168500.0,13130185.0,17438754.0,28.574974,21.738243,36.95811,58064760.0,0.0071016116616575,0.2,-0.9,6019.24603174603,0.0,15168500.0,0.0001782247447611,0.0052284275603998,0.24,-1.0,85183.31404940787,0.0,68115,1024.56,0.0867064,0.0,887.417,0.0620819,0.0,678.999,0.0617526,0.0,0.0
27,10039609.0,8493629.0,11724388.0,37.138,31.052486,44.114914,58064760.0,0.0101057468989804,0.2,-1.0,4013.135664335664,350.0,6023080.0,0.0001782247447611,0.0080104852931037,0.23,-1.1,39637.533653876286,300.0,28351,471.204,0.0890366,0.0,407.912,0.0653446,0.0,308.37,0.0646048,0.0,0.0
31,263450.5,214369.0,327757.9,65.90633,38.575207,167.7015,58064760.0,0.0289396230330165,0.3,-1.2,11769.835096789988,500.0,112159.78125,0.0001782247447611,0.0233656327105291,0.4,-1.25,71466.03590459701,475.0,3543,78.839,0.0858735,0.0,68.129,0.0629132,0.0,50.8021,0.0622537,0.0,0.0
