band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,267524105636241.6,242975766357489.1,294797502510252.6,6.701187969600646,3.954210744907487,9.37575864751198,3072.0,0.0076448805107854,0.2,20.0,13512.060539611157,25.0,212623395522670.66,0.024448142518082774,0.007284009704429439,0.21,20.0,52198.82521250362,25.0,34992
5,484288691668568.5,409808118929908.25,566649651851821.8,37.91913265071614,29.65360985202879,46.44745903678567,30720.0,0.0081845779267758,0.1,7.4,4.394333624007371e-06,350.0,223335731932669.6,0.0077431077106260085,0.0081845779267758,0.1,7.4,4.394333624007371e-06,350.0,27678
8,76388358167349.94,60903164098950.82,96387641261861.48,80.33350294691296,30.344019120157064,126.15083872623453,58368.0,0.0053094651306609,0.2,8.8,100000.0,0.0,76388358167349.94,0.00561852872736403,0.0053094651306609,0.2,8.8,100000.0,0.0,65664
11,10978577704093.027,8417528423423.483,15783216576529.61,175.96813130079326,12.86790514957849,433.4970541567434,119808.0,0.0029823415229487,0.2,13.0,3215.240682593532,150.0,7275063503254.858,0.003922239300024437,0.0028788374558036795,0.22,13.0,34822.71095314873,175.0,227448
14,382995635322596.9,352647750862369.44,415591114815925.0,8.070381679564695,5.908354751472719,12.10852307429768,239616.0,0.0240228770223551,0.1,1.3,0.3029979864842346,0.0,382995635322596.9,0.002773731113852124,0.024004584537508575,0.11,1.0,41.982432906568384,0.0,3159
17,450165515586624.25,427224308054877.7,474058246930155.7,2.131985772238,1.5298856872080409,3.0994869488535874,1923072.0,0.0035532682115876,0.1,13.0,8.08652811418253e-08,0.0,450165515586624.25,0.0009792533989902213,0.0035532682115876,0.1,13.0,8.08652811418253e-08,0.0,152118
20,18704455996016.645,17663642944721.69,19828547051867.91,3.043618030967746,1.8553354531717985,6.399184488055936,3846144.0,0.0011159595117861,0.2,7.1,98042.1798657114,50.0,18287715063260.78,0.0006924546837536526,0.0007241591415694248,0.19,7.2,26205.485490835264,25.0,3650832
23,5021867403023.502,4705430253862.002,5396292868361.232,4.895455133087284,2.3830936835577843,16.13673007372829,30769152.0,0.001039717016201,0.1,13.0,8.76370229870734e-10,25.0,4878628390379.482,0.00024482961008291513,0.001039717016201,0.1,13.0,8.76370229870734e-10,25.0,1622592
26,476957066723.56384,433495324721.39374,561415247606.0828,23.069422137232447,4.066824883459707,121.0047149935785,15384576.0,0.0007330329560227,0.2,2.7,70377.59171285573,25.0,448699373724.4829,0.00034623818106116906,0.0007330329560227,0.2,2.7,70377.59171285573,25.0,3465436
30,47146452916.60688,43613251248.88512,51074199508.1316,7.35391660989732,4.9266905180776135,15.026015435504462,30769152.0,0.0018874934586347,0.2,1.2,53813.78783621373,0.0,47146452916.60688,0.00024482961008291513,0.0018551669996812459,0.18,1.5,3843.64486074491,0.0,540864
