band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,302668547674595.94,258233778427982.84,356155933046703.0,9.514624953013188,3.9578838419275977,14.501235897702037,1440.0,0.0104332718397819,0.2,13.0,100000.0,0.0,302668547674595.94,0.0356711674760886,0.0104332718397819,0.2,13.0,100000.0,0.0,16402,1000000.0,0.423479,9.645179999999998e-235,1000000.0,0.389789,1.5117499999999996e-197,1000000.0,0.366111,1.5163899999999993e-173,0.99717295
5,461986969653092.0,378041540227291.6,556150251373401.06,47.110715556984985,38.247552400568495,56.02299984467537,4320.0,0.0110820971477878,0.1,9.7,3.121759021523465e-07,75.0,143330286618036.9,0.020623821110128,0.0110820971477878,0.1,9.7,3.121759021523465e-07,75.0,14580,1000000.0,0.396289,0.0,1000000.0,0.357046,0.0,1000000.0,0.333287,0.0,0.65935567
8,80930789219971.47,66752089350257.36,97162622360071.16,51.45374740235373,35.54197713965744,65.11441064064226,12240.0,0.0057880300848741,0.2,8.9,88713.25688668112,100.0,40664198168142.57,0.0122618370593477,0.0057880300848741,0.2,8.9,88713.25688668112,100.0,52281,1000000.0,0.337828,0.0,1000000.0,0.291746,0.0,1000000.0,0.2677,0.0,0.80451103
11,8157558089721.553,7539993844000.998,8999805282271.076,10.165147976534188,2.2196763090752163,28.4571566762964,33840.0,0.002039316150264,0.2,17.0,975.6739854461972,75.0,7348869960420.213,0.007377771632076,0.002039316150264,0.2,17.0,975.6739854461972,75.0,433639,1000000.0,0.20735,0.0,1000000.0,0.164506,0.0,1000000.0,0.139294,0.0,0.99891617
14,208008922645440.62,180358716971500.53,240581640883587.03,29.30627849728114,17.52098811955899,50.39466801459962,93600.0,0.0211386697370058,0.1,-0.1,41.470991756953865,100.0,172170417847156.9,0.0044372995560441,0.0208667578786105,0.1,-0.09,39.24151615832047,100.0,4387,1000000.0,0.192583,0.0,1000000.0,0.147699,0.0,1000000.0,0.123771,0.0,7.796551600000001e-36
17,388231177504978.1,362211676259014.5,416679750071889.25,5.403621752356868,3.651718214673577,8.761791029846417,259920.0,0.0082414027926691,0.1,5.3,9.752666194713932e-05,0.0,388231177504978.1,0.0026632183123324,0.0082414027926691,0.1,5.3,9.752666194713932e-05,0.0,27412,1000000.0,0.403133,0.0,1000000.0,0.366846,0.0,1000000.0,0.343487,0.0,9.2128979e-16
20,105529795134163.84,97081713996346.2,115146748174195.14,8.822809424317125,5.2364239032280455,19.12029429130769,721440.0,0.0022919437106537,0.1,5.6,1.6588798608256674e-05,50.0,99114597479027.2,0.0015987052472733,0.0022919437106537,0.1,5.6,1.6588798608256674e-05,50.0,360720,1000000.0,0.350965,0.0,1000000.0,0.306748,0.0,1000000.0,0.282735,0.0,0.0010201103
23,10332048042010.348,9617393112295.352,11253427050043.309,7.130255394479246,2.9469668486377687,23.83572099199816,2003760.0,0.0010655492008851,0.1,12.0,3.505546347637669e-09,50.0,9762855611958.594,0.0009593361084363,0.0010655492008851,0.1,12.0,3.505546347637669e-09,50.0,1690672,1000000.0,0.206653,0.0,1000000.0,0.162954,0.0,1000000.0,0.13782,0.0,0.021116896
26,4816557122466.155,4516950526470.197,5143128828197.066,4.306076538483841,2.8294950390237736,8.496248841785713,5560560.0,0.0004229599858537,0.1,8.7,2.5752602241374427e-08,0.0,4816557122466.155,0.0005759031306141,0.0004229599858537,0.1,8.7,2.5752602241374427e-08,0.0,10556374,1000000.0,0.124194,0.0,1000000.0,0.085593,0.0,1000000.0,0.0588023,0.0,0.27274768
30,63970592978.84249,58931307897.86125,69545358947.8812,8.166018833450119,5.3625085135990895,16.222368267134396,4180320.0,0.0030216023627215,0.1,3.8,1.6395791796783465e-07,0.0,63970592978.84249,0.000664202449716,0.0030216023627215,0.1,3.8,1.6395791796783465e-07,0.0,195952,175280.0,0.0373851,0.0,153597.0,0.0107911,0.0,124865.0,0.00912725,6.508310000000001e-303,1.4093404000000002e-33
