band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,178065156509299.75,156694615483569.03,201203605560932.28,1.385106012629775,0.4406099009341564,2.452241008123639,720.0,0.0128570908641816,0.2,13.0,77658.48977685456,0.0,178065156509299.75,0.05037584494300355,0.00998604427287686,0.16,13.0,87.25069676480376,0.0,18450
5,324825565980986.6,279398852374923.03,374902008075799.5,30.696776385693788,22.47587084217113,38.18408462284305,7200.0,0.007941785226269,0.1,11.0,1.320109517802167e-07,75.0,174678293226434.56,0.01598200647371495,0.007941785226269,0.1,11.0,1.320109517802167e-07,75.0,30753
8,58410843451413.41,49861940388880.6,68934565175053.73,38.61881086429352,16.44335903923395,62.14688711707902,13680.0,0.0045708234466777,0.2,14.0,12324.432232147534,75.0,39107395919029.49,0.011599242029078331,0.0045708234466777,0.2,14.0,12324.432232147534,75.0,87649
11,7163443203756.451,6796063419521.569,7560021708133.953,2.201127068434408,1.1445149999669475,3.771432000403817,28080.0,0.0016731938002944,0.2,20.0,432.4229225215092,50.0,6804530650142.128,0.00809866167486047,0.0014633160787582145,0.21,20.0,1670.505285586082,50.0,910815
14,88424916896429.14,75185358854827.27,103646219640992.56,37.136613793113206,26.74273233118817,55.959007998092815,56160.0,0.014268238389257,0.1,0.8,0.1936868325501296,500.0,43499140385192.24,0.005727856644934677,0.012394400258168292,0.09,1.1,0.00044820706032580685,550.0,11845
17,455299187431104.0,429565403445228.5,483277412087987.1,3.260256690683601,2.2608747164516765,6.270571466968885,450720.0,0.0075441566220219,0.1,7.8,5.890290101222001e-06,0.0,455299187431104.0,0.002022546066510303,0.0075441566220219,0.1,7.8,5.890290101222001e-06,0.0,31690
20,30929274966596.152,29031654523396.54,33017174176328.305,4.174450718795529,2.502771373913907,8.405625456395002,901440.0,0.0007356684471658,0.1,12.0,1.0807607813121864e-08,25.0,30098907310492.305,0.0014302327594031751,0.0007356684471658,0.1,12.0,1.0807607813121864e-08,25.0,3422655
23,5115721600994.127,4809646057012.233,5481501041765.621,4.293491735104435,2.139704395803592,14.028608590703984,7211520.0,0.0009388921416284,0.1,14.0,4.681925466361654e-10,25.0,4981119737903.569,0.0005057059408510994,0.0009388921416284,0.1,14.0,4.681925466361654e-10,25.0,2028240
26,676791070694.4324,621602876341.2462,768234813767.1838,14.193115312265752,3.9024094400596208,66.81251350881716,3605760.0,0.001184386680023,0.1,7.5,1.1384961282352361e-08,25.0,643638378649.0183,0.0007151626533607517,0.001184386680023,0.1,7.5,1.1384961282352361e-08,25.0,1352160
30,55594045509.22258,51104817795.48399,60704401064.62301,9.10553455471472,5.739986626576314,19.693746884214185,7211520.0,0.00268851860683,0.1,4.3,5.944568884801985e-08,25.0,53496548419.46378,0.0005057059408510994,0.00268851860683,0.1,4.3,5.944568884801985e-08,25.0,253530
